COGID	Function	Gene Count
COG5476	Uncharacterized conserved protein	2
COG5426	Uncharacterized membrane protein	0
COG3349	Uncharacterized conserved protein	0
COG5293	Uncharacterized protein conserved in bacteria	0
COG5294	Uncharacterized protein conserved in bacteria	0
COG4933	Uncharacterized conserved protein	0
COG4681	Uncharacterized protein conserved in bacteria	5
COG4834	Uncharacterized protein conserved in bacteria	0
COG5501	Predicted secreted protein	0
COG4682	Predicted membrane protein	0
COG4938	Uncharacterized conserved protein	0
COG4939	Major membrane immunogen, membrane-anchored lipoprotein	0
COG4805	Uncharacterized protein conserved in bacteria	0
COG1950	Predicted membrane protein	0
COG4457	Uncharacterized protein conserved in bacteria, putative virulence factor	0
COG0062	Uncharacterized conserved protein	0
COG4838	Uncharacterized protein conserved in bacteria	0
COG1892	Uncharacterized protein conserved in archaea	0
COG4746	Uncharacterized protein conserved in archaea	0
COG4835	Uncharacterized protein conserved in bacteria	0
COG1891	Uncharacterized protein conserved in archaea	0
COG4832	Uncharacterized conserved protein	0
COG4831	Uncharacterized conserved protein	0
COG1895	Uncharacterized conserved protein related to C-terminal domain of eukaryotic chaperone, SACSIN	0
COG3308	Predicted membrane protein	0
COG3309	Uncharacterized virulence-associated protein D	0
COG3471	Predicted periplasmic/secreted protein	0
COG3477	Predicted periplasmic/secreted protein	0
COG5328	Uncharacterized protein conserved in bacteria	5
COG3304	Predicted membrane protein	0
COG3305	Predicted membrane protein	0
COG5195	Uncharacterized conserved protein	0
COG4688	Uncharacterized protein conserved in bacteria	0
COG1565	Uncharacterized conserved protein	0
COG2323	Predicted membrane protein	0
COG3672	Predicted periplasmic protein	0
COG1561	Uncharacterized stress-induced protein	5
COG4293	Uncharacterized protein conserved in bacteria	0
COG3679	Uncharacterized conserved protein	0
COG3575	Uncharacterized protein conserved in bacteria	0
COG4292	Predicted membrane protein	0
COG1624	Uncharacterized conserved protein	0
COG1627	Uncharacterized protein conserved in archaea	0
COG2938	Uncharacterized conserved protein	0
COG4304	Uncharacterized protein conserved in bacteria	0
COG5569	Uncharacterized conserved protein	0
COG2930	Uncharacterized conserved protein	0
COG1628	Uncharacterized conserved protein	0
COG5658	Predicted integral membrane protein	0
COG5609	Uncharacterized conserved protein	0
COG3347	Uncharacterized conserved protein	0
COG5588	Uncharacterized conserved protein	0
COG4627	Uncharacterized protein conserved in bacteria	0
COG5223	Uncharacterized conserved protein	0
COG3082	Uncharacterized protein conserved in bacteria	0
COG5584	Predicted small secreted protein	0
COG1747	Uncharacterized N-terminal domain of the transcription elongation factor GreA	0
COG4628	Uncharacterized conserved protein	0
COG4782	Uncharacterized protein conserved in bacteria	0
COG1742	Uncharacterized conserved protein	0
COG5582	Uncharacterized conserved protein	0
COG5583	Uncharacterized small protein	0
COG3234	Uncharacterized protein conserved in bacteria	0
COG0586	Uncharacterized membrane-associated protein	0
COG0585	Uncharacterized conserved protein	0
COG3237	Uncharacterized protein conserved in bacteria	0
COG4051	Uncharacterized protein conserved in archaea	0
COG3804	Uncharacterized conserved protein related to dihydrodipicolinate reductase	0
COG4053	Uncharacterized protein conserved in archaea	0
COG5349	Uncharacterized protein conserved in bacteria	0
COG4243	Predicted membrane protein	0
COG4196	Uncharacterized protein conserved in bacteria	0
COG4197	Uncharacterized protein conserved in bacteria, prophage-related	0
COG3238	Uncharacterized protein conserved in bacteria	0
COG4071	Uncharacterized protein conserved in archaea	0
COG5341	Uncharacterized protein conserved in bacteria	0
COG1690	Uncharacterized conserved protein	10
COG4296	Uncharacterized protein conserved in bacteria	0
COG1692	Uncharacterized protein conserved in bacteria	0
COG1693	Uncharacterized protein conserved in archaea	0
COG3403	Uncharacterized conserved protein	0
COG3402	Uncharacterized conserved protein	0
COG4291	Predicted membrane protein	0
COG3400	Uncharacterized protein conserved in bacteria	0
COG1698	Uncharacterized protein conserved in archaea	0
COG1699	Uncharacterized protein conserved in bacteria	0
COG5579	Uncharacterized conserved protein	0
COG4353	Uncharacterized conserved protein	0
COG4299	Uncharacterized conserved protein	0
COG4298	Uncharacterized protein conserved in bacteria	0
COG5141	PHD zinc finger-containing protein	0
COG2985	Predicted permease	0
COG2984	ABC-type uncharacterized transport system, periplasmic component	0
COG1137	ABC-type (unclassified) transport system, ATPase component	0
COG0802	Predicted ATPase or kinase	0
COG3019	Predicted metal-binding protein	0
COG1439	Predicted nucleic acid-binding protein, consists of a PIN domain and a Zn-ribbon module	0
COG4653	Predicted phage phi-C31 gp36 major capsid-like protein	0
COG3150	Predicted esterase	0
COG3153	Predicted acetyltransferase	0
COG4710	Predicted DNA-binding protein with an HTH domain	0
COG4120	ABC-type uncharacterized transport system, permease component	0
COG2389	Uncharacterized metal-binding protein	0
COG2388	Predicted acetyltransferase	0
COG4128	Zonula occludens toxin	0
COG1878	Predicted metal-dependent hydrolase	2
COG2384	Predicted SAM-dependent methyltransferase	0
COG3903	Predicted ATPase	0
COG5129	Nuclear protein with HMG-like acidic region	0
COG0727	Predicted Fe-S-cluster oxidoreductase	0
COG3907	PAP2 (acid phosphatase) superfamily protein	0
COG0724	RNA-binding proteins (RRM domain)	0
COG0728	Uncharacterized membrane protein, putative virulence factor	2
COG0446	Uncharacterized NAD(FAD)-dependent dehydrogenases	11
COG3318	Predicted metal-binding protein related to the C-terminal domain of SecA	0
COG4533	ABC-type uncharacterized transport system, periplasmic component	0
COG3981	Predicted acetyltransferase	0
COG3700	Acid phosphatase (class B)	0
COG3313	Predicted Fe-S protein	0
COG0536	Predicted GTPase	2
COG5014	Predicted Fe-S oxidoreductase	0
COG0535	Predicted Fe-S oxidoreductases	0
COG5012	Predicted cobalamin binding protein	4
COG3324	Predicted enzyme related to lactoylglutathione lyase	1
COG1559	Predicted periplasmic solute-binding protein	5
COG4976	Predicted methyltransferase (contains TPR repeat)	0
COG5018	Inhibitor of the KinA pathway to sporulation, predicted exonuclease	0
COG3975	Predicted protease with the C-terminal PDZ domain	0
COG4225	Predicted unsaturated glucuronyl hydrolase involved in regulation of bacterial surface properties, and related proteins	0
COG0385	Predicted Na+-dependent transporter	0
COG0384	Predicted epimerase, PhzC/PhzF homolog	4
COG3970	Fumarylacetoacetate (FAA) hydrolase family protein	5
COG4385	Bacteriophage P2-related tail formation protein	0
COG0388	Predicted amidohydrolase	2
COG0434	Predicted TIM-barrel enzyme	0
COG0433	Predicted ATPase	0
COG5152	Uncharacterized conserved protein, contains RING and CCCH-type Zn-fingers	0
COG0431	Predicted flavoprotein	0
COG3871	Uncharacterized stress protein (general stress protein 26)	0
COG2056	Predicted permease	5
COG2054	Uncharacterized archaeal kinase related to aspartokinases, uridylate kinases	0
COG2118	DNA-binding protein	0
COG5621	Predicted secreted hydrolase	0
COG2110	Predicted phosphatase homologous to the C-terminal domain of histone macroH2A1	0
COG4540	Phage P2 baseplate assembly protein gpV	0
COG3631	Ketosteroid isomerase-related protein	0
COG1524	Uncharacterized proteins of the AP superfamily	0
COG1253	Hemolysins and related proteins containing CBS domains	5
COG1707	ACT domain-containing protein	0
COG4379	Mu-like prophage tail protein gpP	0
COG1708	Predicted nucleotidyltransferases	0
COG2872	Predicted metal-dependent hydrolases related to alanyl-tRNA synthetase HxxxH domain	0
COG1092	Predicted SAM-dependent methyltransferases	1
COG2232	Predicted ATP-dependent carboligase related to biotin carboxylase	0
COG1090	Predicted nucleoside-diphosphate sugar epimerase	0
COG0658	Predicted membrane metal-binding protein	0
COG2236	Predicted phosphoribosyltransferases	0
COG1094	Predicted RNA-binding protein (contains KH domains)	0
COG2234	Predicted aminopeptidases	3
COG1310	Predicted metal-dependent protease of the PAD1/JAB1 superfamily	0
COG1313	Uncharacterized Fe-S protein PflX, homolog of pyruvate formate lyase activating proteins	0
COG1099	Predicted metal-dependent hydrolases with the TIM-barrel fold	1
COG4626	Phage terminase-like protein, large subunit	0
COG0656	Aldo/keto reductases, related to diketogulonate reductase	1
COG0655	Multimeric flavodoxin WrbA	1
COG3550	Uncharacterized protein related to capsule biosynthesis enzymes	0
COG4099	Predicted peptidase	0
COG4310	Uncharacterized protein conserved in bacteria with an aminopeptidase-like domain	0
COG3271	Predicted double-glycine peptidase	0
COG1907	Predicted archaeal sugar kinases	0
COG1412	Uncharacterized proteins of PilT N-term./Vapc superfamily	0
COG1411	Uncharacterized protein related to proFAR isomerase (HisA)	0
COG3443	Predicted periplasmic or secreted protein	0
COG3442	Predicted glutamine amidotransferase	0
COG3529	Predicted nucleic-acid-binding protein containing a Zn-ribbon domain	0
COG1418	Predicted HD superfamily hydrolase	0
COG0429	Predicted hydrolase of the alpha/beta-hydrolase fold	0
COG5633	Predicted periplasmic lipoprotein	0
COG4137	ABC-type uncharacterized transport system, permease component	0
COG4783	Putative Zn-dependent protease, contains TPR repeats	0
COG2425	Uncharacterized protein containing a von Willebrand factor type A (vWA) domain	0
COG4756	Predicted cation transporter	0
COG4757	Predicted alpha/beta hydrolase	0
COG5573	Predicted nucleic-acid-binding protein, contains PIN domain	0
COG1672	Predicted ATPase (AAA+ superfamily)	0
COG1779	C4-type Zn-finger protein	0
COG1778	Low specificity phosphatase (HAD superfamily)	1
COG3956	Protein containing tetrapyrrole methyltransferase domain and MazG-like (predicted pyrophosphatase) domain	0
COG4619	ABC-type uncharacterized transport system, ATPase component	0
COG4258	Predicted exporter	0
COG2346	Truncated hemoglobins	4
COG2344	AT-rich DNA-binding protein	0
COG4123	Predicted O-methyltransferase	0
COG1380	Putative effector of murein hydrolase LrgA	0
COG4397	Mu-like prophage major head subunit gpT	0
COG2704	Anaerobic C4-dicarboxylate transporter	0
COG5088	Rad5p-binding protein	0
COG1831	Predicted metal-dependent hydrolase (urease superfamily)	0
COG1832	Predicted CoA-binding protein	0
COG4002	Predicted phosphotransacetylase	0
COG1837	Predicted RNA-binding protein (contains KH domain)	0
COG5643	Protein containing a metal-binding domain shared with formylmethanofuran dehydrogenase subunit E	0
COG3740	Phage head maturation protease	0
COG5415	Predicted integral membrane metal-binding protein	0
COG3180	Putative ammonia monooxygenase	0
COG2516	Biotin synthase-related enzyme	0
COG2517	Predicted RNA-binding protein containing a C-terminal EMAP domain	0
COG2514	Predicted ring-cleavage extradiol dioxygenase	0
COG4666	TRAP-type uncharacterized transport system, fused permease components	0
COG1058	Predicted nucleotide-utilizing enzyme related to molybdopterin-biosynthesis enzyme MoeA	0
COG3380	Predicted NAD/FAD-dependent oxidoreductase	0
COG3381	Uncharacterized component of anaerobic dehydrogenases	0
COG0579	Predicted dehydrogenase	5
COG5119	Uncharacterized protein, contains ParB-like nuclease domain	0
COG3608	Predicted deacylase	3
COG2153	Predicted acyltransferase	0
COG2150	Predicted regulator of amino acid metabolism, contains ACT domain	0
COG2151	Predicted metal-sulfur cluster biosynthetic enzyme	8
COG4989	Predicted oxidoreductase	0
COG4262	Predicted spermidine synthase with an N-terminal membrane domain	0
COG3932	Uncharacterized ABC-type transport system, permease components	0
COG2158	Uncharacterized protein containing a Zn-finger-like domain	0
COG2159	Predicted metal-dependent hydrolase of the TIM-barrel fold	2
COG5595	Zn-ribbon-containing, possibly nucleic-acid-binding protein	0
COG2018	Uncharacterized distant relative of homeotic protein bithoraxoid	0
COG4469	Competence protein	0
COG4639	Predicted kinase	0
COG2768	Uncharacterized Fe-S center protein	0
COG0375	Zn finger protein HypA/HybF (possibly regulating hydrogenase expression)	0
COG2607	Predicted ATPase (AAA+ superfamily)	5
COG2605	Predicted kinase related to galactokinase and mevalonate kinase	1
COG2603	Predicted ATPase	0
COG1054	Predicted sulfurtransferase	5
COG0699	Predicted GTPases (dynamin-related)	0
COG5350	Predicted protein tyrosine phosphatase	0
COG1427	Predicted periplasmic solute-binding protein	0
COG0693	Putative intracellular protease/amidase	2
COG1350	Predicted alternative tryptophan synthase beta-subunit (paralog of TrpB)	0
COG1353	Predicted hydrolase of the HD superfamily (permuted catalytic motifs)	0
COG1942	Uncharacterized protein, 4-oxalocrotonate tautomerase homolog	0
COG3331	Penicillin-binding protein-related factor A, putative recombinase	0
COG0110	Acetyltransferase (isoleucine patch superfamily)	6
COG2961	Protein involved in catabolism of external DNA	0
COG4827	Predicted transporter	0
COG2969	Stringent starvation protein B	0
COG3489	Predicted periplasmic lipoprotein	0
COG1988	Predicted membrane-bound metal-dependent hydrolases	0
COG2312	Erythromycin esterase homolog	0
COG2129	Predicted phosphoesterases, related to the Icc protein	0
COG3568	Metal-dependent hydrolase	10
COG1512	Beta-propeller domains of methanol dehydrogenase type	0
COG1458	Predicted DNA-binding protein containing PIN domain	0
COG3641	Predicted membrane protein, putative toxin regulator	0
COG3560	Predicted oxidoreductase related to nitroreductase	0
COG1453	Predicted oxidoreductases of the aldo/keto reductase family	0
COG1451	Predicted metal-dependent hydrolase	5
COG3565	Predicted dioxygenase of extradiol dioxygenase family	0
COG4797	Predicted regulatory domain of a methyltransferase	0
COG1487	Predicted nucleic acid-binding protein, contains PIN domain	0
COG1634	Uncharacterized Rossmann fold enzyme	0
COG2907	Predicted NAD/FAD-binding protein	0
COG5236	Uncharacterized conserved protein, contains RING Zn-finger	0
COG5362	Phage-related terminase	0
COG0603	Predicted PP-loop superfamily ATPase	14
COG1223	Predicted ATPase (AAA+ superfamily)	0
COG1735	Predicted metal-dependent hydrolase with the TIM-barrel fold	0
COG0595	Predicted hydrolase of the metallo-beta-lactamase superfamily	5
COG0596	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)	9
COG4892	Predicted heme/steroid binding protein	0
COG4049	Uncharacterized protein containing archaeal-type C2H2 Zn-finger	0
COG2262	GTPases	5
COG3417	Collagen-binding surface adhesin SpaP (antigen I/II family)	0
COG3413	Predicted DNA binding protein	0
COG4321	Uncharacterized protein related to arylsulfate sulfotransferase involved in siderophore biosynthesis	0
COG4326	Sporulation control protein	0
COG4324	Predicted aminopeptidase	0
COG1647	Esterase/lipase	0
COG1646	Predicted phosphate-binding enzymes, TIM-barrel fold	0
COG1645	Uncharacterized Zn-finger containing protein	0
COG2992	Uncharacterized FlgJ-related protein	0
COG1123	ATPase components of various ABC-type transport systems, contain duplicated ATPase	20
COG4768	Uncharacterized protein containing a divergent version of the methyl-accepting chemotaxis-like domain	0
COG4888	Uncharacterized Zn ribbon-containing protein	0
COG5529	Pyocin large subunit	0
COG5524	Bacteriorhodopsin	0
COG5525	Bacteriophage tail assembly protein	0
COG2413	Predicted nucleotidyltransferase	0
COG4032	Predicted thiamine-pyrophosphate-binding protein	0
COG1847	Predicted RNA-binding protein	0
COG4887	Uncharacterized metal-binding protein conserved in archaea	0
COG4136	ABC-type uncharacterized transport system, ATPase component	0
COG1848	Predicted nucleic acid-binding protein, contains PIN domain	0
COG4134	ABC-type uncharacterized transport system, periplasmic component	1
COG4135	ABC-type uncharacterized transport system, permease component	0
COG4132	ABC-type uncharacterized transport system, permease component	0
COG0730	Predicted permeases	0
COG2194	Predicted membrane-associated, metal-dependent hydrolase	0
COG0733	Na+-dependent transporters of the SNF family	10
COG0300	Short-chain dehydrogenases of various substrate specificities	0
COG0641	Arylsulfatase regulator (Fe-S oxidoreductase)	2
COG1355	Predicted dioxygenase	0
COG3193	Uncharacterized protein, possibly involved in utilization of glycolate and propanediol	0
COG2522	Predicted transcriptional regulator	0
COG2521	Predicted archaeal methyltransferase	0
COG2520	Predicted methyltransferase	0
COG5063	CCCH-type Zn-finger protein	0
COG4122	Predicted O-methyltransferase	0
COG1019	Predicted nucleotidyltransferase	0
COG0546	Predicted phosphatases	3
COG4867	Uncharacterized protein with a von Willebrand factor type A (vWA) domain	0
COG1545	Predicted nucleic-acid-binding protein containing a Zn-ribbon	0
COG1546	Uncharacterized protein (competence- and mitomycin-induced)	5
COG1011	Predicted hydrolase (HAD superfamily)	1
COG1540	Uncharacterized proteins, homologs of lactam utilization protein B	0
COG3964	Predicted amidohydrolase	0
COG3960	Glyoxylate carboligase	0
COG0780	Enzyme related to GTP cyclohydrolase I	5
COG3800	Predicted transcriptional regulator	0
COG3968	Uncharacterized protein related to glutamine synthetase	0
COG3969	Predicted phosphoadenosine phosphosulfate sulfotransferase	0
COG0390	ABC-type uncharacterized transport system, permease component	0
COG2044	Predicted peroxiredoxins	0
COG3607	Predicted lactoylglutathione lyase	0
COG2047	Uncharacterized protein (ATP-grasp superfamily)	0
COG4396	Mu-like prophage host-nuclease inhibitor protein Gam	0
COG2041	Sulfite oxidase and related enzymes	7
COG4492	ACT domain-containing protein	0
COG2166	SufE protein probably involved in Fe-S center assembly	4
COG4552	Predicted acetyltransferase involved in intracellular survival and related acetyltransferases	0
COG2738	Predicted Zn-dependent protease	0
COG4691	Plasmid stability protein	0
COG1268	Uncharacterized conserved protein	0
COG1266	Predicted metal-dependent membrane protease	0
COG2220	Predicted Zn-dependent hydrolases of the beta-lactamase fold	5
COG4087	Soluble P-type ATPase	0
COG4085	Predicted RNA-binding protein, contains TRAM domain	0
COG4914	Predicted nucleotidyltransferase	0
COG2229	Predicted GTPase	0
COG1064	Zn-dependent alcohol dehydrogenases	3
COG0645	Predicted kinase	0
COG0491	Zn-dependent hydrolases, including glyoxylases	7
COG1938	Archaeal enzymes of ATP-grasp superfamily	0
COG3368	Predicted permease	0
COG0496	Predicted acid phosphatase	0
COG3364	Zn-ribbon containing protein	0
COG4821	Uncharacterized protein containing SIS (Sugar ISomerase) phosphosugar binding domain	0
COG1461	Predicted kinase related to dihydroxyacetone kinase	0
COG1782	Predicted metal-dependent RNase, consists of a metallo-beta-lactamase domain and an RNA-binding KH domain	0
COG1783	Phage terminase large subunit	0
COG1162	Predicted GTPases	0
COG1163	Predicted GTPase	0
COG1160	Predicted GTPases	16
COG1161	Predicted GTPases	0
COG5562	Phage envelope protein	0
COG3450	Predicted enzyme of the cupin superfamily	0
COG1608	Predicted archaeal kinase	0
COG5564	Predicted TIM-barrel enzyme, possibly a dioxygenase	0
COG5565	Bacteriophage terminase large (ATPase) subunit and inactivated derivatives	0
COG1768	Predicted phosphohydrolase	0
COG1606	ATP-utilizing enzymes of the PP-loop superfamily	0
COG4172	ABC-type uncharacterized transport system, duplicated ATPase component	7
COG5209	Uncharacterized protein involved in cell differentiation/sexual development	0
COG2358	TRAP-type uncharacterized transport system, periplasmic component	2
COG1800	Predicted transglutaminase-like proteases	0
COG4174	ABC-type uncharacterized transport system, permease component	5
COG4178	ABC-type uncharacterized transport system, permease and ATPase components	0
COG4603	ABC-type uncharacterized transport system, permease component	0
COG2351	Transthyretin-like protein	5
COG4373	Mu-like prophage FluMu protein gp28	0
COG2945	Predicted hydrolase of the alpha/beta superfamily	0
COG3973	Superfamily I DNA and RNA helicases	0
COG2940	Proteins containing SET domain	0
COG3972	Superfamily I DNA and RNA helicases	0
COG4221	Short-chain alcohol dehydrogenase of unknown specificity	4
COG0820	Predicted Fe-S-cluster redox enzyme	0
COG0824	Predicted thioesterase	1
COG3481	Predicted HD-superfamily hydrolase	0
COG3772	Phage-related lysozyme (muraminidase)	0
COG1287	Uncharacterized membrane protein, required for N-linked glycosylation	0
COG1286	Uncharacterized membrane protein, required for colicin V production	0
COG4386	Mu-like prophage tail sheath protein gpL	0
COG5512	Zn-ribbon-containing, possibly RNA-binding protein and truncated derivatives	0
COG3179	Predicted chitinase	0
COG3178	Predicted phosphotransferase related to Ser/Thr protein kinases	2
COG3176	Putative hemolysin	0
COG3173	Predicted aminoglycoside phosphotransferase	2
COG5518	Bacteriophage capsid portal protein	0
COG4106	Trans-aconitate methyltransferase	0
COG4105	DNA uptake lipoprotein	0
COG3979	Uncharacterized protein contain chitin-binding domain type 3	0
COG2316	Predicted hydrolase (HD superfamily)	0
COG4111	Uncharacterized conserved protein	0
COG5628	Predicted acetyltransferase	0
COG5109	Uncharacterized conserved protein, contains RING Zn-finger	0
COG4587	ABC-type uncharacterized transport system, permease component	0
COG4590	ABC-type uncharacterized transport system, permease component	0
COG3926	Putative secretion activating protein	0
COG4674	Uncharacterized ABC-type transport system, ATPase component	5
COG5378	Predicted nucleotide-binding protein	0
COG2000	Predicted Fe-S protein	0
COG4455	Protein of avirulence locus involved in temperature-dependent protein secretion	0
COG2005	N-terminal domain of molybdenum-binding protein	0
COG5553	Predicted metal-dependent enzyme of the double-stranded beta helix superfamily	0
COG3083	Predicted hydrolase of alkaline phosphatase superfamily	0
COG4572	Putative cation transport regulator	0
COG3081	Nucleoid-associated protein	0
COG4261	Predicted acyltransferase	0
COG0121	Predicted glutamine amidotransferase	0
COG1026	Predicted Zn-dependent peptidases, insulinase-like	0
COG4956	Integral membrane protein (PIN domain superfamily)	4
COG1342	Predicted DNA-binding proteins	0
COG1341	Predicted GTPase or GTP-binding protein	0
COG5038	Ca2+-dependent lipid-binding protein, contains C2 domain	0
COG2319	FOG: WD40 repeat	0
COG0517	FOG: CBS domain	1
COG3858	Predicted glycosyl hydrolase	0
COG4814	Uncharacterized protein with an alpha/beta hydrolase fold	0
COG2137	Uncharacterized protein conserved in bacteria	0
COG2130	Putative NADP-dependent oxidoreductases	9
COG3499	Phage protein U	0
COG3552	Protein containing von Willebrand factor type A (vWA) domain	0
COG3106	Predicted ATPase	0
COG3497	Phage tail sheath protein FI	0
COG3491	Isopenicillin N synthase and related dioxygenases	0
COG3107	Putative lipoprotein	0
COG3845	ABC-type uncharacterized transport systems, ATPase components	0
COG2915	Uncharacterized protein involved in purine metabolism	0
COG3654	Prophage maintenance system killer protein	0
COG0457	FOG: TPR repeat	3
COG1237	Metal-dependent hydrolases of the beta-lactamase superfamily II	0
COG1234	Metal-dependent hydrolases of the beta-lactamase superfamily III	0
COG1235	Metal-dependent hydrolases of the beta-lactamase superfamily I	5
COG4152	ABC-type uncharacterized transport system, ATPase component	5
COG5366	Protein involved in propagation of M2 dsRNA satellite of L-A virus	0
COG1480	Predicted membrane-associated HD superfamily hydrolase	0
COG1483	Predicted ATPase (AAA+ superfamily)	0
COG1485	Predicted ATPase	4
COG4798	Predicted methyltransferase	0
COG0637	Predicted phosphatase/phosphohexomutase	0
COG1489	DNA-binding protein, stimulates sugar fermentation	0
COG1721	Uncharacterized conserved protein (some members contain a von Willebrand factor type A (vWA) domain)	1
COG5083	Uncharacterized protein involved in plasmid maintenance	0
COG5084	Cleavage and polyadenylation specificity factor (CPSF) Clipper subunit and related makorin family Zn-finger proteins	0
COG3218	ABC-type uncharacterized transport system, auxiliary component	0
COG4889	Predicted helicase	0
COG2251	Predicted nuclease (RecB family)	0
COG3217	Uncharacterized Fe-S protein	0
COG5322	Predicted dehydrogenase	0
COG2252	Permeases	5
COG4882	Predicted aminopeptidase, Iap family	0
COG4880	Secreted protein containing C-terminal beta-propeller domain distantly related to WD-40 repeats	0
COG3211	Predicted phosphatase	2
COG2823	Predicted periplasmic or secreted lipoprotein	0
COG4388	Mu-like prophage I protein	0
COG2304	Uncharacterized protein containing a von Willebrand factor type A (vWA) domain	0
COG1159	GTPase	5
COG3136	Uncharacterized membrane protein required for alginate biosynthesis	0
COG3030	Protein affecting phage T7 exclusion by the F plasmid	0
COG4671	Predicted glycosyl transferase	0
COG2409	Predicted drug exporters of the RND superfamily	0
COG5252	Uncharacterized conserved protein, contains CCCH-type Zn-finger protein	0
COG2404	Predicted phosphohydrolase (DHH superfamily)	0
COG2405	Predicted nucleic acid-binding protein, contains PIN domain	0
COG2406	Protein distantly related to bacterial ferritins	0
COG5258	GTPase	0
COG2401	ABC-type ATPase fused to a predicted acetyltransferase domain	0
COG2402	Predicted nucleic acid-binding protein, contains PIN domain	0
COG2403	Predicted GTPase	4
COG2916	DNA-binding protein H-NS	0
COG4026	Uncharacterized protein containing TOPRIM domain, potential nuclease	0
COG1994	Zn-dependent proteases	0
COG2910	Putative NADH-flavin reductase	0
COG1855	ATPase (PilT family)	0
COG4028	Predicted P-loop ATPase/GTPase	0
COG1853	Conserved protein/domain typically associated with flavoprotein oxygenases, DIM6/NTAB family	1
COG1999	Uncharacterized protein SCO1/SenC/PrrC, involved in biogenesis of respiratory and photosynthetic systems	0
COG0705	Uncharacterized membrane protein (homolog of Drosophila rhomboid)	0
COG0701	Predicted permeases	0
COG3726	Uncharacterized membrane protein affecting hemolysin expression	0
COG3688	Predicted RNA-binding protein containing a PIN domain	0
COG3687	Predicted metal-dependent hydrolase	1
COG4416	Mu-like prophage protein Com	0
COG5198	Protein tyrosine phosphatase-like protein (contains Pro instead of catalytic Arg)	0
COG3683	ABC-type uncharacterized transport system, periplasmic component	0
COG3729	General stress protein	0
COG5302	Post-segregation antitoxin (ccd killing mechanism protein) encoded by the F plasmid	0
COG3257	Uncharacterized protein, possibly involved in glyoxylate utilization	0
COG3046	Uncharacterized protein related to deoxyribodipyrimidine photolyase	0
COG3044	Predicted ATPase of the ABC class	0
COG3042	Putative hemolysin	0
COG0857	BioD-like N-terminal domain of phosphotransacetylase	0
COG4076	Predicted RNA methylase	0
COG5301	Phage-related tail fibre protein	0
COG0220	Predicted S-adenosylmethionine-dependent methyltransferase	0
COG5307	SEC7 domain proteins	0
COG1579	Zn-ribbon protein, possibly nucleic acid-binding	0
COG1571	Predicted DNA-binding protein containing a Zn-ribbon domain	0
COG4857	Predicted kinase	0
COG4908	Uncharacterized protein containing a NRPS condensation (elongation) domain	0
COG4851	Protein involved in sex pheromone biosynthesis	0
COG1574	Predicted metal-dependent hydrolase with the TIM-barrel fold	0
COG3818	Predicted acetyltransferase, GNAT superfamily	0
COG3950	Predicted ATP-binding protein involved in virulence	0
COG0790	FOG: TPR repeat, SEL1 subfamily	3
COG4245	Uncharacterized protein encoded in toxicity protection region of plasmid R478, contains von Willebrand factor (vWF) domain	0
COG5645	Predicted periplasmic lipoprotein	0
COG2333	Predicted hydrolase (metallo-beta-lactamase superfamily)	0
COG4248	Uncharacterized protein with protein kinase and helix-hairpin-helix DNA-binding domains	0
COG4249	Uncharacterized protein containing caspase domain	0
COG3498	Phage tail tube protein FII	0
COG2071	Predicted glutamine amidotransferases	0
COG2179	Predicted hydrolase of the HAD superfamily	0
COG2079	Uncharacterized protein involved in propionate catabolism	0
COG5191	Uncharacterized conserved protein, contains HAT (Half-A-TPR) repeat	0
COG3618	Predicted metal-dependent hydrolase of the TIM-barrel fold	0
COG3596	Predicted GTPase	0
COG4287	PhoPQ-activated pathogenicity-related protein	0
COG0312	Predicted Zn-dependent proteases and their inactivated homologs	8
COG0313	Predicted methyltransferases	7
COG3889	Predicted solute binding protein	0
COG4900	Predicted metallopeptidase	0
COG0319	Predicted metal-dependent hydrolase	0
COG1373	Predicted ATPase (AAA+ superfamily)	2
COG1279	Lysine efflux permease	0
COG0670	Integral membrane protein, interacts with FtsH	0
COG0673	Predicted dehydrogenases and related proteins	7
COG1272	Predicted membrane protein, hemolysin III homolog	5
COG0679	Predicted permeases	0
COG1277	ABC-type transport system involved in multi-copper enzyme maturation, permease component	0
COG1926	Predicted phosphoribosyltransferases	0
COG4928	Predicted P-loop ATPase	0
COG1078	HD superfamily phosphohydrolases	1
COG1079	Uncharacterized ABC-type transport system, permease component	0
COG2215	ABC-type uncharacterized transport system, permease component	0
COG1075	Predicted acetyltransferases and hydrolases with the alpha/beta hydrolase fold	0
COG1881	Phospholipid-binding protein	0
COG4927	Predicted choloylglycine hydrolase	0
COG1073	Hydrolases of the alpha/beta superfamily	0
COG3467	Predicted flavin-nucleotide-binding protein	3
COG3093	Plasmid maintenance system antidote protein	0
COG0488	ATPase components of ABC transporters with duplicated ATPase domains	15
COG0486	Predicted GTPase	8
COG3383	Uncharacterized anaerobic dehydrogenase	2
COG5112	U1-like Zn-finger-containing protein	0
COG1473	Metal-dependent amidase/aminoacylase/carboxypeptidase	2
COG3378	Predicted ATPase	0
COG3500	Phage protein D	0
COG3668	Plasmid stabilization system protein	0
COG1750	Archaeal serine proteases	0
COG4637	Predicted ATPase	1
COG1752	Predicted esterase of the alpha-beta hydrolase superfamily	0
